Unnamed: 0,english_name,primary_type,secondary_type,description,filepath,pokemon_group
503,clamperl_shiny,water,,"Despite its appearance, it’s carnivorous. It clamps down on its prey with both sides of its shell and doesn’t let go until they stop moving.",clamperl_shiny.png,clamperl
504,clauncher,water,,"Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar.",clauncher.png,clauncher
505,clauncher_shiny,water,,"Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar.",clauncher_shiny.png,clauncher
506,clawitzer,water,,"After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target.",clawitzer.png,clawitzer
507,clawitzer_shiny,water,,"After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target.",clawitzer_shiny.png,clawitzer
508,claydol,ground,psychic,"This mysterious Pokémon started life as an ancient clay figurine made over 20,000 years ago.",claydol.png,claydol
509,claydol_shiny,ground,psychic,"This mysterious Pokémon started life as an ancient clay figurine made over 20,000 years ago.",claydol_shiny.png,claydol
510,clefable,fairy,,"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people.",clefable.png,clefable
511,clefable_shiny,fairy,,"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people.",clefable_shiny.png,clefable
512,clefairy,fairy,,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,clefairy.png,clefairy
513,clefairy_shiny,fairy,,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,clefairy_shiny.png,clefairy
514,cleffa,fairy,,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen.",cleffa.png,cleffa
515,cleffa_shiny,fairy,,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen.",cleffa_shiny.png,cleffa
516,clobbopus,fighting,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",clobbopus.png,clobbopus
517,clobbopus_shiny,fighting,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",clobbopus_shiny.png,clobbopus
518,cloyster,water,ice,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking.",cloyster.png,cloyster
519,cloyster_shiny,water,ice,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking.",cloyster_shiny.png,cloyster
520,coalossal,rock,fire,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",coalossal.png,coalossal
521,coalossal-gmax,rock,fire,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",coalossal-gmax.png,coalossal
522,coalossal-gmax_shiny,rock,fire,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",coalossal-gmax_shiny.png,coalossal
523,coalossal_shiny,rock,fire,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",coalossal_shiny.png,coalossal
524,cobalion,steel,fighting,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.",cobalion.png,cobalion
525,cobalion_shiny,steel,fighting,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.",cobalion_shiny.png,cobalion
526,cofagrigus,ghost,,This Pokémon has a body of sparkling gold. People say it no longer remembers that it was once human.,cofagrigus.png,cofagrigus
527,cofagrigus_shiny,ghost,,This Pokémon has a body of sparkling gold. People say it no longer remembers that it was once human.,cofagrigus_shiny.png,cofagrigus
528,combee,bug,flying,The members of the trio spend all their time together. Each one has a slightly different taste in nectar.,combee.png,combee
529,combee_shiny,bug,flying,The members of the trio spend all their time together. Each one has a slightly different taste in nectar.,combee_shiny.png,combee
530,combusken,fire,fighting,"Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon’s legs possess both speed and power, enabling it to dole out 10 kicks in one second.",combusken.png,combusken
531,combusken_shiny,fire,fighting,"Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon’s legs possess both speed and power, enabling it to dole out 10 kicks in one second.",combusken_shiny.png,combusken
532,comfey,fairy,,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.",comfey.png,comfey
533,comfey_shiny,fairy,,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.",comfey_shiny.png,comfey
534,conkeldurr,fighting,,"Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same.",conkeldurr.png,conkeldurr
535,conkeldurr_shiny,fighting,,"Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same.",conkeldurr_shiny.png,conkeldurr
536,copperajah,steel,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,copperajah.png,copperajah
537,copperajah-gmax,steel,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,copperajah-gmax.png,copperajah
538,copperajah-gmax_shiny,steel,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,copperajah-gmax_shiny.png,copperajah
539,copperajah_shiny,steel,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,copperajah_shiny.png,copperajah
540,corphish,water,,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive.",corphish.png,corphish
541,corphish_shiny,water,,"No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive.",corphish_shiny.png,corphish
542,corsola,water,rock,It will regrow any branches that break off its head. People keep particularly beautiful Corsola branches as charms to promote safe childbirth.,corsola.png,corsola
543,corsola-galar,water,rock,It will regrow any branches that break off its head. People keep particularly beautiful Corsola branches as charms to promote safe childbirth.,corsola-galar.png,corsola
544,corsola-galar_shiny,water,rock,It will regrow any branches that break off its head. People keep particularly beautiful Corsola branches as charms to promote safe childbirth.,corsola-galar_shiny.png,corsola
545,corsola_shiny,water,rock,It will regrow any branches that break off its head. People keep particularly beautiful Corsola branches as charms to promote safe childbirth.,corsola_shiny.png,corsola
546,corviknight,flying,steel,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,corviknight.png,corviknight
547,corviknight-gmax,flying,steel,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,corviknight-gmax.png,corviknight
548,corviknight-gmax_shiny,flying,steel,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,corviknight-gmax_shiny.png,corviknight
549,corviknight_shiny,flying,steel,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,corviknight_shiny.png,corviknight
550,corvisquire,flying,,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",corvisquire.png,corvisquire
551,corvisquire_shiny,flying,,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",corvisquire_shiny.png,corvisquire
552,cosmoem,psychic,,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,cosmoem.png,cosmoem
553,cosmoem_shiny,psychic,,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,cosmoem_shiny.png,cosmoem
554,cosmog,psychic,,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.",cosmog.png,cosmog
555,cosmog_shiny,psychic,,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.",cosmog_shiny.png,cosmog
556,cottonee,grass,fairy,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth.",cottonee.png,cottonee
557,cottonee_shiny,grass,fairy,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth.",cottonee_shiny.png,cottonee
558,crabominable,fighting,ice,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!,crabominable.png,crabominable
559,crabominable_shiny,fighting,ice,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!,crabominable_shiny.png,crabominable
560,crabrawler,fighting,,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.,crabrawler.png,crabrawler
561,crabrawler_shiny,fighting,,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.,crabrawler_shiny.png,crabrawler
562,cradily,rock,grass,"It has short legs and can’t walk very fast, but its neck and tentacles can extend to over three times their usual length to nab distant prey.",cradily.png,cradily
563,cradily_shiny,rock,grass,"It has short legs and can’t walk very fast, but its neck and tentacles can extend to over three times their usual length to nab distant prey.",cradily_shiny.png,cradily
564,cramorant,flying,water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",cramorant.png,cramorant
565,cramorant-gorging,flying,water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",cramorant-gorging.png,cramorant
566,cramorant-gorging_shiny,flying,water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",cramorant-gorging_shiny.png,cramorant
567,cramorant-gulping,flying,water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",cramorant-gulping.png,cramorant
568,cramorant-gulping_shiny,flying,water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",cramorant-gulping_shiny.png,cramorant
569,cramorant_shiny,flying,water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",cramorant_shiny.png,cramorant
570,cranidos,rock,,"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within.",cranidos.png,cranidos
571,cranidos_shiny,rock,,"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within.",cranidos_shiny.png,cranidos
572,crawdaunt,water,dark,A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.,crawdaunt.png,crawdaunt
573,crawdaunt_shiny,water,dark,A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.,crawdaunt_shiny.png,crawdaunt
574,cresselia,psychic,,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,cresselia.png,cresselia
575,cresselia_shiny,psychic,,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,cresselia_shiny.png,cresselia
576,croagunk,poison,fighting,"It makes frightening noises with its poison-filled cheek sacs. When opponents flinch, Croagunk hits them with a poison jab.",croagunk.png,croagunk
577,croagunk_shiny,poison,fighting,"It makes frightening noises with its poison-filled cheek sacs. When opponents flinch, Croagunk hits them with a poison jab.",croagunk_shiny.png,croagunk
578,crobat,poison,flying,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck.",crobat.png,crobat
579,crobat_shiny,poison,flying,"Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck.",crobat_shiny.png,crobat
580,croconaw,water,,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",croconaw.png,croconaw
581,croconaw_shiny,water,,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",croconaw_shiny.png,croconaw
582,crustle,bug,rock,This highly territorial Pokémon prefers dry climates. It won’t come out of its boulder on rainy days.,crustle.png,crustle
583,crustle_shiny,bug,rock,This highly territorial Pokémon prefers dry climates. It won’t come out of its boulder on rainy days.,crustle_shiny.png,crustle
584,cryogonal,ice,,"With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown.",cryogonal.png,cryogonal
585,cryogonal_shiny,ice,,"With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown.",cryogonal_shiny.png,cryogonal
586,cubchoo,ice,,"When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like.",cubchoo.png,cubchoo
587,cubchoo_shiny,ice,,"When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like.",cubchoo_shiny.png,cubchoo
588,cubone,ground,,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.",cubone.png,cubone
589,cubone_shiny,ground,,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.",cubone_shiny.png,cubone
590,cufant,steel,,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",cufant.png,cufant
591,cufant_shiny,steel,,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",cufant_shiny.png,cufant
592,cursola,ghost,,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,cursola.png,cursola
593,cursola_shiny,ghost,,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,cursola_shiny.png,cursola
594,cutiefly,bug,fairy,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen.",cutiefly.png,cutiefly
595,cutiefly_shiny,bug,fairy,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen.",cutiefly_shiny.png,cutiefly
596,cyndaquil,fire,,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",cyndaquil.png,cyndaquil
597,cyndaquil_shiny,fire,,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",cyndaquil_shiny.png,cyndaquil
598,darkrai,dark,,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.",darkrai.png,darkrai
599,darkrai_shiny,dark,,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.",darkrai_shiny.png,darkrai
600,darmanitan,fire,fire,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan.png,darmanitan
601,darmanitan-galar,fire,fire,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan-galar.png,darmanitan
602,darmanitan-galar-zen,fire,fire,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan-galar-zen.png,darmanitan
603,darmanitan-galar-zen_shiny,fire,fire,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan-galar-zen_shiny.png,darmanitan
604,darmanitan-galar_shiny,fire,fire,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan-galar_shiny.png,darmanitan
605,darmanitan-zen,fire,fire,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan-zen.png,darmanitan
606,darmanitan-zen_shiny,fire,fire,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan-zen_shiny.png,darmanitan
607,darmanitan_shiny,fire,fire,The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.,darmanitan_shiny.png,darmanitan
608,dartrix,grass,flying,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.",dartrix.png,dartrix
609,dartrix_shiny,grass,flying,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.",dartrix_shiny.png,dartrix
610,darumaka,fire,ice,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep.",darumaka.png,darumaka
611,darumaka-galar,fire,ice,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep.",darumaka-galar.png,darumaka
612,darumaka-galar_shiny,fire,ice,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep.",darumaka-galar_shiny.png,darumaka
613,darumaka_shiny,fire,ice,"It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep.",darumaka_shiny.png,darumaka
614,decidueye,grass,ghost,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",decidueye.png,decidueye
615,decidueye-hisui,grass,ghost,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",decidueye-hisui.png,decidueye
616,decidueye-hisui_shiny,grass,ghost,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",decidueye-hisui_shiny.png,decidueye
617,decidueye_shiny,grass,ghost,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",decidueye_shiny.png,decidueye
618,dedenne,electric,fairy,A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.,dedenne.png,dedenne
619,dedenne_shiny,electric,fairy,A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.,dedenne_shiny.png,dedenne
620,deerling,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling.png,deerling
621,deerling-autumn,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling-autumn.png,deerling
622,deerling-autumn_shiny,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling-autumn_shiny.png,deerling
623,deerling-summer,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling-summer.png,deerling
624,deerling-summer_shiny,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling-summer_shiny.png,deerling
625,deerling-winter,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling-winter.png,deerling
626,deerling-winter_shiny,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling-winter_shiny.png,deerling
627,deerling_shiny,normal,grass,Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.,deerling_shiny.png,deerling
628,deino,dark,dragon,"When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory.",deino.png,deino
629,deino_shiny,dark,dragon,"When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory.",deino_shiny.png,deino
630,delcatty,normal,,"Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random.",delcatty.png,delcatty
631,delcatty_shiny,normal,,"Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random.",delcatty_shiny.png,delcatty
632,delibird,ice,flying,It carries food all day long. There are tales about lost people who were saved by the food it had.,delibird.png,delibird
633,delibird_shiny,ice,flying,It carries food all day long. There are tales about lost people who were saved by the food it had.,delibird_shiny.png,delibird
634,delphox,fire,psychic,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",delphox.png,delphox
635,delphox_shiny,fire,psychic,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",delphox_shiny.png,delphox
636,deoxys,psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,deoxys.png,deoxys
637,deoxys-attack,psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,deoxys-attack.png,deoxys
638,deoxys-attack_shiny,psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,deoxys-attack_shiny.png,deoxys
639,deoxys-defense,psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,deoxys-defense.png,deoxys
640,deoxys-defense_shiny,psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,deoxys-defense_shiny.png,deoxys
641,deoxys-speed,psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,deoxys-speed.png,deoxys
642,deoxys-speed_shiny,psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,deoxys-speed_shiny.png,deoxys
643,deoxys_shiny,psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,deoxys_shiny.png,deoxys
644,dewgong,water,ice,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.",dewgong.png,dewgong
645,dewgong_shiny,water,ice,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.",dewgong_shiny.png,dewgong
646,dewott,water,,Strict training is how it learns its flowing double-scalchop technique.,dewott.png,dewott
647,dewott_shiny,water,,Strict training is how it learns its flowing double-scalchop technique.,dewott_shiny.png,dewott
648,dewpider,water,bug,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,dewpider.png,dewpider
649,dewpider_shiny,water,bug,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,dewpider_shiny.png,dewpider
650,dhelmise,ghost,grass,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.",dhelmise.png,dhelmise
651,dhelmise_shiny,ghost,grass,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.",dhelmise_shiny.png,dhelmise
652,dialga,steel,dragon,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.,dialga.png,dialga
653,dialga-origin,steel,dragon,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.,dialga-origin.png,dialga
654,dialga-origin_shiny,steel,dragon,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.,dialga-origin_shiny.png,dialga
655,dialga_shiny,steel,dragon,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.,dialga_shiny.png,dialga
656,diancie,rock,fairy,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",diancie.png,diancie
657,diancie-mega,rock,fairy,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",diancie-mega.png,diancie
658,diancie-mega_shiny,rock,fairy,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",diancie-mega_shiny.png,diancie
659,diancie_shiny,rock,fairy,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",diancie_shiny.png,diancie
660,diggersby,normal,ground,"With power equal to an excavator, it can dig through dense bedrock. It’s a huge help during tunnel construction.",diggersby.png,diggersby
661,diggersby_shiny,normal,ground,"With power equal to an excavator, it can dig through dense bedrock. It’s a huge help during tunnel construction.",diggersby_shiny.png,diggersby
662,diglett,ground,ground,"If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops.",diglett.png,diglett
663,diglett-alola,ground,ground,"If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops.",diglett-alola.png,diglett
664,diglett-alola_shiny,ground,ground,"If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops.",diglett-alola_shiny.png,diglett
665,diglett_shiny,ground,ground,"If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops.",diglett_shiny.png,diglett
666,ditto,normal,,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes.",ditto.png,ditto
667,ditto_shiny,normal,,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes.",ditto_shiny.png,ditto
668,dodrio,normal,flying,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,dodrio.png,dodrio
669,dodrio_shiny,normal,flying,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,dodrio_shiny.png,dodrio
670,doduo,normal,flying,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs.",doduo.png,doduo
671,doduo_shiny,normal,flying,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs.",doduo_shiny.png,doduo
672,donphan,ground,,"Donphan’s favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can’t stop very easily.",donphan.png,donphan
673,donphan_shiny,ground,,"Donphan’s favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can’t stop very easily.",donphan_shiny.png,donphan
674,dottler,bug,psychic,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",dottler.png,dottler
675,dottler_shiny,bug,psychic,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",dottler_shiny.png,dottler
676,doublade,steel,ghost,Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.,doublade.png,doublade
677,doublade_shiny,steel,ghost,Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.,doublade_shiny.png,doublade
678,dracovish,water,dragon,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,dracovish.png,dracovish
679,dracovish_shiny,water,dragon,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,dracovish_shiny.png,dracovish
680,dracozolt,electric,dragon,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",dracozolt.png,dracozolt
681,dracozolt_shiny,electric,dragon,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",dracozolt_shiny.png,dracozolt
682,dragalge,poison,dragon,Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.,dragalge.png,dragalge
683,dragalge_shiny,poison,dragon,Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.,dragalge_shiny.png,dragalge
684,dragapult,dragon,ghost,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",dragapult.png,dragapult
685,dragapult_shiny,dragon,ghost,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",dragapult_shiny.png,dragapult
686,dragonair,dragon,,"This Pokémon lives in pristine oceans and lakes. It can control the weather, and it uses this power to fly into the sky, riding on the wind.",dragonair.png,dragonair
687,dragonair_shiny,dragon,,"This Pokémon lives in pristine oceans and lakes. It can control the weather, and it uses this power to fly into the sky, riding on the wind.",dragonair_shiny.png,dragonair
688,dragonite,dragon,flying,"It’s a kindhearted Pokémon. If it spots a drowning person or Pokémon, Dragonite simply must help them.",dragonite.png,dragonite
689,dragonite_shiny,dragon,flying,"It’s a kindhearted Pokémon. If it spots a drowning person or Pokémon, Dragonite simply must help them.",dragonite_shiny.png,dragonite
690,drakloak,dragon,ghost,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,drakloak.png,drakloak
691,drakloak_shiny,dragon,ghost,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,drakloak_shiny.png,drakloak
692,drampa,normal,dragon,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.",drampa.png,drampa
